Username,mal_id,score
"['Dokubachi', 16067, 0]"
"['Dokubachi', 1672, 0]"
"['Dokubachi', 20541, 0]"
"['Dokubachi', 528, 0]"
"['Dokubachi', 1450, 0]"
"['Dokubachi', 20655, 0]"
"['Dokubachi', 4036, 0]"
"['Dokubachi', 7067, 0]"
"['Dokubachi', 529, 0]"
"['Dokubachi', 908, 0]"
"['Dokubachi', 1148, 0]"
"['Dokubachi', 112002, 0]"
"['Dokubachi', 1350, 0]"
"['Dokubachi', 1501, 0]"
"['Dokubachi', 12371, 0]"
"['Dokubachi', 12750, 0]"
"['Dokubachi', 108761, 0]"
"['Dokubachi', 73, 0]"
"['Dokubachi', 5511, 0]"
"['Dokubachi', 4034, 0]"
"['Dokubachi', 8586, 0]"
"['Dokubachi', 15580, 0]"
"['Dokubachi', 276, 0]"
"['Dokubachi', 1230, 0]"
"['Dokubachi', 33327, 0]"
"['Dokubachi', 7887, 0]"
"['Dokubachi', 2473, 0]"
"['Dokubachi', 105336, 0]"
"['Dokubachi', 5016, 0]"
"['Dokubachi', 17353, 0]"
"['Dokubachi', 7747, 0]"
"['Dokubachi', 14674, 0]"
"['Dokubachi', 114472, 0]"
"['Dokubachi', 12403, 0]"
"['Dokubachi', 656, 0]"
"['Dokubachi', 1076, 0]"
"['Dokubachi', 3988, 0]"
"['Dokubachi', 10249, 0]"
"['Dokubachi', 19790, 0]"
"['Dokubachi', 16594, 0]"
"['Dokubachi', 23685, 0]"
"['Dokubachi', 1741, 0]"
"['Dokubachi', 27629, 0]"
"['Dokubachi', 29845, 0]"
"['Dokubachi', 15404, 0]"
"['Dokubachi', 3126, 0]"
"['Dokubachi', 15537, 0]"
"['Dokubachi', 432, 0]"
"['Dokubachi', 4, 0]"
"['Dokubachi', 91429, 0]"
"['Dokubachi', 4053, 0]"
"['Dokubachi', 20557, 0]"
"['Dokubachi', 93143, 0]"
"['Dokubachi', 1487, 0]"
"['Dokubachi', 1935, 0]"
"['Dokubachi', 17289, 0]"
"['Dokubachi', 88702, 0]"
"['Dokubachi', 977, 0]"
"['Dokubachi', 19349, 0]"
"['Dokubachi', 2, 0]"
"['Dokubachi', 2976, 0]"
"['Dokubachi', 22453, 0]"
"['Dokubachi', 3258, 0]"
"['Dokubachi', 56805, 0]"
"['Dokubachi', 1211, 0]"
"['Cliche_Names', 135545, 8]"
"['Cliche_Names', 141583, 0]"
"['Cliche_Names', 129774, 0]"
"['Cliche_Names', 91136, 7]"
"['Cliche_Names', 144308, 0]"
"['Cliche_Names', 137624, 0]"
"['Cliche_Names', 103897, 8]"
"['Cliche_Names', 104861, 7]"
"['Cliche_Names', 102343, 9]"
"['Cliche_Names', 96526, 7]"
"['Cliche_Names', 98720, 0]"
"['Cliche_Names', 112922, 8]"
"['Cliche_Names', 36723, 7]"
"['Cliche_Names', 91641, 7]"
"['Cliche_Names', 110737, 7]"
"['Cliche_Names', 109408, 7]"
"['Cliche_Names', 109234, 7]"
"['Cliche_Names', 127860, 8]"
"['Cliche_Names', 1706, 7]"
"['Cliche_Names', 113138, 9]"
"['Cliche_Names', 80119, 8]"
"['Cliche_Names', 109153, 7]"
"['Cliche_Names', 102811, 7]"
"['Cliche_Names', 99007, 8]"
"['Cliche_Names', 128093, 8]"
"['Cliche_Names', 91941, 8]"
"['Cliche_Names', 122124, 0]"
"['Cliche_Names', 113210, 8]"
"['Cliche_Names', 104829, 8]"
"['Cliche_Names', 121878, 0]"
"['Cliche_Names', 117851, 7]"
"['Cliche_Names', 110485, 8]"
"['Cliche_Names', 112268, 0]"
"['Cliche_Names', 119161, 8]"
"['Cliche_Names', 8848, 0]"
"['Cliche_Names', 89087, 8]"
"['Cliche_Names', 136775, 0]"
"['Cliche_Names', 103851, 9]"
"['Cliche_Names', 117474, 8]"
"['Cliche_Names', 103798, 7]"
"['Cliche_Names', 91767, 9]"
"['Cliche_Names', 116778, 10]"
"['Cliche_Names', 1528, 5]"
"['Cliche_Names', 55403, 7]"
"['Cliche_Names', 138750, 5]"
"['Cliche_Names', 123699, 8]"
"['Cliche_Names', 114638, 7]"
"['Cliche_Names', 3282, 8]"
"['Cliche_Names', 111983, 7]"
"['Cliche_Names', 17192, 7]"
"['Cliche_Names', 3009, 10]"
"['Cliche_Names', 115710, 8]"
"['Cliche_Names', 100448, 8]"
"['Cliche_Names', 130740, 7]"
"['Cliche_Names', 96792, 9]"
"['Cliche_Names', 138673, 9]"
"['Cliche_Names', 121550, 7]"
"['Cliche_Names', 72467, 8]"
"['Cliche_Names', 142600, 7]"
"['Cliche_Names', 59893, 8]"
"['Cliche_Names', 436, 8]"
"['Cliche_Names', 100128, 8]"
"['Cliche_Names', 133916, 8]"
"['Cliche_Names', 121597, 6]"
"['Cliche_Names', 91037, 6]"
"['Cliche_Names', 125076, 4]"
"['Cliche_Names', 36413, 0]"
"['Cliche_Names', 50217, 0]"
"['Cliche_Names', 481, 0]"
"['Cliche_Names', 3731, 0]"
"['Cliche_Names', 58027, 0]"
"['Srhachy', 126146, 0]"
"['Srhachy', 96528, 0]"
"['Srhachy', 141583, 0]"
"['Srhachy', 113010, 0]"
"['Srhachy', 2, 0]"
"['Srhachy', 86337, 9]"
"['Srhachy', 121597, 0]"
"['Srhachy', 91037, 9]"
"['Srhachy', 120485, 0]"
"['Srhachy', 65981, 0]"
"['Srhachy', 135700, 0]"
"['Srhachy', 125076, 0]"
"['Srhachy', 142224, 0]"
"['Srhachy', 90125, 8]"
"['Srhachy', 127907, 9]"
"['Srhachy', 118196, 0]"
"['Srhachy', 116880, 0]"
"['Srhachy', 145006, 0]"
"['Srhachy', 70259, 0]"
"['Srhachy', 44347, 8]"
"['Srhachy', 4632, 0]"
"['Srhachy', 126699, 7]"
"['Srhachy', 126287, 0]"
"['Srhachy', 119161, 0]"
"['Srhachy', 67615, 0]"
"['Srhachy', 123444, 0]"
"['Srhachy', 8586, 0]"
"['Srhachy', 104565, 8]"
"['Srhachy', 90117, 0]"
"['Srhachy', 99949, 0]"
"['Srhachy', 103237, 0]"
"['Srhachy', 103851, 5]"
"['Srhachy', 24705, 10]"
"['Srhachy', 116778, 7]"
"['Srhachy', 21, 9]"
"['Srhachy', 28361, 7]"
"['Srhachy', 112318, 10]"
"['Srhachy', 100448, 9]"
"['Srhachy', 132589, 8]"
"['Srhachy', 96792, 7]"
"['Srhachy', 130388, 8]"
"['Srhachy', 99314, 7]"
"['Srhachy', 138673, 9]"
"['Srhachy', 31499, 5]"
"['Srhachy', 70061, 5]"
"['Srhachy', 23390, 8]"
"['Srhachy', 121496, 10]"
"['Srhachy', 33327, 10]"
"['Srhachy', 81117, 10]"
"['Srhachy', 17353, 0]"
"['Srhachy', 114745, 7]"
"['Srhachy', 107931, 0]"
